id,ts,team,avg_acs
2074,2025-10-08 13:06:23.156791+05:00,KRÜ Esports,201.55
2075,2025-10-08 13:06:23.157077+05:00,FNATIC,237.00
2076,2025-10-08 13:06:23.157357+05:00,DRX,205.77
2077,2025-10-08 13:06:23.157652+05:00,Team Heretics,202.39
2078,2025-10-08 13:06:23.157951+05:00,Team Vitality,114.70
2079,2025-10-08 13:06:23.158236+05:00,Sentinels,205.43
2080,2025-10-08 13:06:23.158516+05:00,Bilibili Gaming,237.24
2081,2025-10-08 13:06:33.172813+05:00,TALON,237.09
2082,2025-10-08 13:06:33.174684+05:00,LEVIATÁN,251.50
2083,2025-10-08 13:06:33.175088+05:00,Gen.G,259.75
2084,2025-10-08 13:06:33.175456+05:00,FUT Esports,279.68
2085,2025-10-08 13:06:33.175790+05:00,EDward Gaming,155.03
2086,2025-10-08 13:06:33.176087+05:00,FunPlus Phoenix,205.76
2087,2025-10-08 13:06:33.176369+05:00,Trace Esports,153.42
2088,2025-10-08 13:06:33.176685+05:00,G2 Esports,259.17
2089,2025-10-08 13:06:33.176992+05:00,Paper Rex,214.13
2090,2025-10-08 13:06:33.177267+05:00,KRÜ Esports,203.92
2091,2025-10-08 13:06:33.177572+05:00,FNATIC,245.42
2092,2025-10-08 13:06:33.177898+05:00,DRX,213.43
2093,2025-10-08 13:06:33.178239+05:00,Team Heretics,207.29
2094,2025-10-08 13:06:33.178620+05:00,Team Vitality,104.87
2095,2025-10-08 13:06:33.178933+05:00,Sentinels,197.04
2096,2025-10-08 13:06:33.179224+05:00,Bilibili Gaming,243.03
2097,2025-10-08 13:06:43.180750+05:00,TALON,241.00
2098,2025-10-08 13:06:43.183138+05:00,LEVIATÁN,258.58
2099,2025-10-08 13:06:43.183483+05:00,Gen.G,267.29
2100,2025-10-08 13:06:43.183800+05:00,FUT Esports,281.70
2101,2025-10-08 13:06:43.184091+05:00,EDward Gaming,156.09
2102,2025-10-08 13:06:43.184349+05:00,FunPlus Phoenix,203.65
2103,2025-10-08 13:06:43.184599+05:00,Trace Esports,146.90
2104,2025-10-08 13:06:43.184848+05:00,G2 Esports,259.87
2105,2025-10-08 13:06:43.185076+05:00,Paper Rex,206.69
2106,2025-10-08 13:06:43.185321+05:00,KRÜ Esports,200.96
2107,2025-10-08 13:06:43.185551+05:00,FNATIC,247.06
2108,2025-10-08 13:06:43.185801+05:00,DRX,216.53
2109,2025-10-08 13:06:43.186069+05:00,Team Heretics,204.00
2110,2025-10-08 13:06:43.186314+05:00,Team Vitality,100.38
2111,2025-10-08 13:06:43.186561+05:00,Sentinels,203.29
2112,2025-10-08 13:06:43.186828+05:00,Bilibili Gaming,243.25
2113,2025-10-08 13:06:53.200131+05:00,TALON,250.51
2114,2025-10-08 13:06:53.200885+05:00,LEVIATÁN,261.25
2115,2025-10-08 13:06:53.201242+05:00,Gen.G,257.82
2116,2025-10-08 13:06:53.201550+05:00,FUT Esports,283.94
2117,2025-10-08 13:06:53.201840+05:00,EDward Gaming,156.76
2118,2025-10-08 13:06:53.202124+05:00,FunPlus Phoenix,207.88
2119,2025-10-08 13:06:53.202421+05:00,Trace Esports,152.17
2120,2025-10-08 13:06:53.202714+05:00,G2 Esports,251.86
2121,2025-10-08 13:06:53.203051+05:00,Paper Rex,214.77
2122,2025-10-08 13:06:53.203331+05:00,KRÜ Esports,192.03
2123,2025-10-08 13:06:53.203625+05:00,FNATIC,246.79
2124,2025-10-08 13:06:53.203922+05:00,DRX,225.48
2125,2025-10-08 13:06:53.204225+05:00,Team Heretics,205.14
2126,2025-10-08 13:06:53.204508+05:00,Team Vitality,107.62
2127,2025-10-08 13:06:53.204802+05:00,Sentinels,200.75
2128,2025-10-08 13:06:53.205100+05:00,Bilibili Gaming,234.52
2129,2025-10-08 13:07:03.215440+05:00,TALON,251.12
2130,2025-10-08 13:07:03.218800+05:00,LEVIATÁN,258.95
2131,2025-10-08 13:07:03.219423+05:00,Gen.G,252.55
2132,2025-10-08 13:07:03.219954+05:00,FUT Esports,282.56
2133,2025-10-08 13:07:03.220442+05:00,EDward Gaming,157.59
2134,2025-10-08 13:07:03.221075+05:00,FunPlus Phoenix,213.50
2135,2025-10-08 13:07:03.221749+05:00,Trace Esports,153.73
2136,2025-10-08 13:07:03.222349+05:00,G2 Esports,245.42
2137,2025-10-08 13:07:03.222917+05:00,Paper Rex,208.34
2138,2025-10-08 13:07:03.223505+05:00,KRÜ Esports,193.21
2139,2025-10-08 13:07:03.224260+05:00,FNATIC,253.33
2140,2025-10-08 13:07:03.224852+05:00,DRX,225.25
2141,2025-10-08 13:07:03.225499+05:00,Team Heretics,208.71
2142,2025-10-08 13:07:03.226104+05:00,Team Vitality,103.83
2143,2025-10-08 13:07:03.226721+05:00,Sentinels,195.71
2144,2025-10-08 13:07:03.227355+05:00,Bilibili Gaming,236.09
2145,2025-10-08 13:07:13.234781+05:00,TALON,260.90
2146,2025-10-08 13:07:13.237289+05:00,LEVIATÁN,261.76
2147,2025-10-08 13:07:13.237883+05:00,Gen.G,254.51
2148,2025-10-08 13:07:13.238470+05:00,FUT Esports,283.83
2149,2025-10-08 13:07:13.239069+05:00,EDward Gaming,163.00
2150,2025-10-08 13:07:13.239582+05:00,FunPlus Phoenix,211.46
2151,2025-10-08 13:07:13.240049+05:00,Trace Esports,158.74
2152,2025-10-08 13:07:13.240522+05:00,G2 Esports,236.41
2153,2025-10-08 13:07:13.240974+05:00,Paper Rex,215.18
2154,2025-10-08 13:07:13.241477+05:00,KRÜ Esports,183.93
2155,2025-10-08 13:07:13.241956+05:00,FNATIC,260.23
2156,2025-10-08 13:07:13.242464+05:00,DRX,235.03
2157,2025-10-08 13:07:13.242919+05:00,Team Heretics,204.68
2158,2025-10-08 13:07:13.243363+05:00,Team Vitality,98.44
2159,2025-10-08 13:07:13.243942+05:00,Sentinels,197.82
2160,2025-10-08 13:07:13.244484+05:00,Bilibili Gaming,236.04
2161,2025-10-08 13:07:23.248164+05:00,TALON,253.88
2162,2025-10-08 13:07:23.251542+05:00,LEVIATÁN,257.37
2163,2025-10-08 13:07:23.252207+05:00,Gen.G,251.35
2164,2025-10-08 13:07:23.252658+05:00,FUT Esports,291.51
2165,2025-10-08 13:07:23.253103+05:00,EDward Gaming,171.64
2166,2025-10-08 13:07:23.253570+05:00,FunPlus Phoenix,207.62
2167,2025-10-08 13:07:23.254056+05:00,Trace Esports,163.17
2168,2025-10-08 13:07:23.254532+05:00,G2 Esports,229.68
2169,2025-10-08 13:07:23.254994+05:00,Paper Rex,215.16
2170,2025-10-08 13:07:23.255471+05:00,KRÜ Esports,177.09
2171,2025-10-08 13:07:23.255914+05:00,FNATIC,257.92
2172,2025-10-08 13:07:23.256374+05:00,DRX,231.69
2173,2025-10-08 13:07:23.256847+05:00,Team Heretics,212.19
2174,2025-10-08 13:07:23.257287+05:00,Team Vitality,102.01
2175,2025-10-08 13:07:23.257746+05:00,Sentinels,190.36
2176,2025-10-08 13:07:23.258299+05:00,Bilibili Gaming,236.20
2177,2025-10-08 13:07:33.268303+05:00,TALON,252.94
2178,2025-10-08 13:07:33.269226+05:00,LEVIATÁN,260.24
2179,2025-10-08 13:07:33.269802+05:00,Gen.G,253.07
2180,2025-10-08 13:07:33.270252+05:00,FUT Esports,289.48
2181,2025-10-08 13:07:33.270725+05:00,EDward Gaming,175.45
2182,2025-10-08 13:07:33.271185+05:00,FunPlus Phoenix,208.59
2183,2025-10-08 13:07:33.271635+05:00,Trace Esports,170.75
2184,2025-10-08 13:07:33.272137+05:00,G2 Esports,236.54
2185,2025-10-08 13:07:33.272622+05:00,Paper Rex,213.23
2186,2025-10-08 13:07:33.273096+05:00,KRÜ Esports,170.25
2187,2025-10-08 13:07:33.273577+05:00,FNATIC,248.00
2188,2025-10-08 13:07:33.274085+05:00,DRX,234.29
2189,2025-10-08 13:07:33.274538+05:00,Team Heretics,203.57
2190,2025-10-08 13:07:33.275034+05:00,Team Vitality,108.24
2191,2025-10-08 13:07:33.275698+05:00,Sentinels,197.70
2192,2025-10-08 13:07:33.276318+05:00,Bilibili Gaming,232.59
2193,2025-10-08 13:07:43.279574+05:00,TALON,251.94
2194,2025-10-08 13:07:43.281925+05:00,LEVIATÁN,260.53
2195,2025-10-08 13:07:43.282490+05:00,Gen.G,252.62
2196,2025-10-08 13:07:43.282983+05:00,FUT Esports,283.01
2197,2025-10-08 13:07:43.283423+05:00,EDward Gaming,183.95
2198,2025-10-08 13:07:43.283966+05:00,FunPlus Phoenix,204.28
2199,2025-10-08 13:07:43.284502+05:00,Trace Esports,169.50
2200,2025-10-08 13:07:43.284999+05:00,G2 Esports,245.57
2201,2025-10-08 13:07:43.285452+05:00,Paper Rex,215.61
2202,2025-10-08 13:07:43.285904+05:00,KRÜ Esports,177.99
2203,2025-10-08 13:07:43.286349+05:00,FNATIC,239.56
2204,2025-10-08 13:07:43.286785+05:00,DRX,229.73
2205,2025-10-08 13:07:43.287217+05:00,Team Heretics,210.72
2206,2025-10-08 13:07:43.287875+05:00,Team Vitality,108.25
2207,2025-10-08 13:07:43.288507+05:00,Sentinels,205.00
2208,2025-10-08 13:07:43.288991+05:00,Bilibili Gaming,233.39
2209,2025-10-08 13:07:53.290575+05:00,TALON,243.71
2210,2025-10-08 13:07:53.292946+05:00,LEVIATÁN,267.58
2211,2025-10-08 13:07:53.293688+05:00,Gen.G,255.21
2212,2025-10-08 13:07:53.294283+05:00,FUT Esports,277.66
2213,2025-10-08 13:07:53.294797+05:00,EDward Gaming,181.82
2214,2025-10-08 13:07:53.295356+05:00,FunPlus Phoenix,205.27
2215,2025-10-08 13:07:53.295872+05:00,Trace Esports,168.51
2216,2025-10-08 13:07:53.296552+05:00,G2 Esports,236.35
2217,2025-10-08 13:07:53.297124+05:00,Paper Rex,209.68
2218,2025-10-08 13:07:53.297650+05:00,KRÜ Esports,179.87
2219,2025-10-08 13:07:53.298163+05:00,FNATIC,248.56
2220,2025-10-08 13:07:53.299062+05:00,DRX,234.65
2221,2025-10-08 13:07:53.299654+05:00,Team Heretics,207.87
2222,2025-10-08 13:07:53.300242+05:00,Team Vitality,113.71
2223,2025-10-08 13:07:53.300767+05:00,Sentinels,204.97
2224,2025-10-08 13:07:53.301293+05:00,Bilibili Gaming,231.94
2225,2025-10-08 13:08:03.312198+05:00,TALON,239.16
2226,2025-10-08 13:08:03.314718+05:00,LEVIATÁN,271.98
2227,2025-10-08 13:08:03.315237+05:00,Gen.G,253.99
2228,2025-10-08 13:08:03.315722+05:00,FUT Esports,286.70
2229,2025-10-08 13:08:03.316249+05:00,EDward Gaming,190.11
2230,2025-10-08 13:08:03.316878+05:00,FunPlus Phoenix,203.02
2231,2025-10-08 13:08:03.317342+05:00,Trace Esports,161.99
2232,2025-10-08 13:08:03.317903+05:00,G2 Esports,235.27
2233,2025-10-08 13:08:03.318504+05:00,Paper Rex,204.50
2234,2025-10-08 13:08:03.318998+05:00,KRÜ Esports,188.17
2235,2025-10-08 13:08:03.319448+05:00,FNATIC,246.79
2236,2025-10-08 13:08:03.320066+05:00,DRX,238.52
2237,2025-10-08 13:08:03.320655+05:00,Team Heretics,215.36
2238,2025-10-08 13:08:03.321119+05:00,Team Vitality,113.56
2239,2025-10-08 13:08:03.323024+05:00,Sentinels,204.52
2240,2025-10-08 13:08:03.323499+05:00,Bilibili Gaming,235.91
2241,2025-10-08 13:08:13.329320+05:00,TALON,234.16
2242,2025-10-08 13:08:13.331773+05:00,LEVIATÁN,272.85
2243,2025-10-08 13:08:13.332255+05:00,Gen.G,244.85
2244,2025-10-08 13:08:13.332755+05:00,FUT Esports,296.42
2245,2025-10-08 13:08:13.333400+05:00,EDward Gaming,196.93
2246,2025-10-08 13:08:13.333961+05:00,FunPlus Phoenix,195.48
2247,2025-10-08 13:08:13.334587+05:00,Trace Esports,154.68
2248,2025-10-08 13:08:13.335223+05:00,G2 Esports,235.09
2249,2025-10-08 13:08:13.335713+05:00,Paper Rex,200.36
2250,2025-10-08 13:08:13.336164+05:00,KRÜ Esports,190.85
2251,2025-10-08 13:08:13.336616+05:00,FNATIC,253.17
2252,2025-10-08 13:08:13.337083+05:00,DRX,241.14
2253,2025-10-08 13:08:13.337543+05:00,Team Heretics,212.39
2254,2025-10-08 13:08:13.338025+05:00,Team Vitality,111.86
2255,2025-10-08 13:08:13.338525+05:00,Sentinels,203.03
2256,2025-10-08 13:08:13.338981+05:00,Bilibili Gaming,245.17
2257,2025-10-08 13:08:23.342324+05:00,TALON,226.26
2258,2025-10-08 13:08:23.344651+05:00,LEVIATÁN,270.78
2259,2025-10-08 13:08:23.345315+05:00,Gen.G,236.09
2260,2025-10-08 13:08:23.345981+05:00,FUT Esports,286.74
2261,2025-10-08 13:08:23.346569+05:00,EDward Gaming,205.37
2262,2025-10-08 13:08:23.347168+05:00,FunPlus Phoenix,193.18
2263,2025-10-08 13:08:23.347757+05:00,Trace Esports,145.17
2264,2025-10-08 13:08:23.348310+05:00,G2 Esports,229.99
2265,2025-10-08 13:08:23.348880+05:00,Paper Rex,199.82
2266,2025-10-08 13:08:23.349466+05:00,KRÜ Esports,194.80
2267,2025-10-08 13:08:23.350065+05:00,FNATIC,244.78
2268,2025-10-08 13:08:23.350661+05:00,DRX,231.42
2269,2025-10-08 13:08:23.351250+05:00,Team Heretics,215.95
2270,2025-10-08 13:08:23.351834+05:00,Team Vitality,108.58
2271,2025-10-08 13:08:23.352406+05:00,Sentinels,205.01
2272,2025-10-08 13:08:23.352998+05:00,Bilibili Gaming,245.84
2273,2025-10-08 13:08:33.365810+05:00,TALON,219.87
2274,2025-10-08 13:08:33.366689+05:00,LEVIATÁN,260.80
2275,2025-10-08 13:08:33.367209+05:00,Gen.G,236.96
2276,2025-10-08 13:08:33.367696+05:00,FUT Esports,294.42
2277,2025-10-08 13:08:33.368250+05:00,EDward Gaming,210.08
2278,2025-10-08 13:08:33.368767+05:00,FunPlus Phoenix,201.87
2279,2025-10-08 13:08:33.369281+05:00,Trace Esports,145.89
2280,2025-10-08 13:08:33.369754+05:00,G2 Esports,225.57
2281,2025-10-08 13:08:33.370238+05:00,Paper Rex,209.19
2282,2025-10-08 13:08:33.370782+05:00,KRÜ Esports,197.83
2283,2025-10-08 13:08:33.371252+05:00,FNATIC,235.85
2284,2025-10-08 13:08:33.371697+05:00,DRX,234.34
2285,2025-10-08 13:08:33.372166+05:00,Team Heretics,219.48
2286,2025-10-08 13:08:33.372659+05:00,Team Vitality,102.88
2287,2025-10-08 13:08:33.373133+05:00,Sentinels,210.77
2288,2025-10-08 13:08:33.373743+05:00,Bilibili Gaming,254.10
2289,2025-10-08 13:08:43.386833+05:00,TALON,227.39
2290,2025-10-08 13:08:43.387650+05:00,LEVIATÁN,252.73
2291,2025-10-08 13:08:43.388265+05:00,Gen.G,237.68
2292,2025-10-08 13:08:43.388883+05:00,FUT Esports,292.16
2293,2025-10-08 13:08:43.389429+05:00,EDward Gaming,206.07
2294,2025-10-08 13:08:43.389956+05:00,FunPlus Phoenix,197.33
2295,2025-10-08 13:08:43.390416+05:00,Trace Esports,154.25
2296,2025-10-08 13:08:43.391040+05:00,G2 Esports,218.67
2297,2025-10-08 13:08:43.391636+05:00,Paper Rex,206.89
2298,2025-10-08 13:08:43.392232+05:00,KRÜ Esports,200.73
2299,2025-10-08 13:08:43.392873+05:00,FNATIC,240.26
2300,2025-10-08 13:08:43.393431+05:00,DRX,228.92
2301,2025-10-08 13:08:43.394030+05:00,Team Heretics,214.99
2302,2025-10-08 13:08:43.394649+05:00,Team Vitality,112.75
2303,2025-10-08 13:08:43.395204+05:00,Sentinels,209.35
2304,2025-10-08 13:08:43.395794+05:00,Bilibili Gaming,249.51
2305,2025-10-08 13:08:53.397462+05:00,TALON,224.65
2306,2025-10-08 13:08:53.399610+05:00,LEVIATÁN,261.17
2307,2025-10-08 13:08:53.400265+05:00,Gen.G,236.17
2308,2025-10-08 13:08:53.400823+05:00,FUT Esports,299.09
2309,2025-10-08 13:08:53.401355+05:00,EDward Gaming,203.92
2310,2025-10-08 13:08:53.401858+05:00,FunPlus Phoenix,190.18
2311,2025-10-08 13:08:53.402534+05:00,Trace Esports,150.92
2312,2025-10-08 13:08:53.403111+05:00,G2 Esports,215.89
2313,2025-10-08 13:08:53.403651+05:00,Paper Rex,208.84
2314,2025-10-08 13:08:53.404170+05:00,KRÜ Esports,198.54
2315,2025-10-08 13:08:53.404683+05:00,FNATIC,230.91
2316,2025-10-08 13:08:53.405338+05:00,DRX,234.00
2317,2025-10-08 13:08:53.406000+05:00,Team Heretics,217.06
2318,2025-10-08 13:08:53.406570+05:00,Team Vitality,107.13
2319,2025-10-08 13:08:53.407142+05:00,Sentinels,209.57
2320,2025-10-08 13:08:53.407745+05:00,Bilibili Gaming,240.14
2321,2025-10-08 13:09:03.416985+05:00,TALON,219.84
2322,2025-10-08 13:09:03.419142+05:00,LEVIATÁN,263.07
2323,2025-10-08 13:09:03.419863+05:00,Gen.G,244.93
2324,2025-10-08 13:09:03.420502+05:00,FUT Esports,308.80
2325,2025-10-08 13:09:03.420992+05:00,EDward Gaming,210.35
2326,2025-10-08 13:09:03.421453+05:00,FunPlus Phoenix,182.93
2327,2025-10-08 13:09:03.421965+05:00,Trace Esports,146.69
2328,2025-10-08 13:09:03.422450+05:00,G2 Esports,224.61
2329,2025-10-08 13:09:03.422903+05:00,Paper Rex,205.80
2330,2025-10-08 13:09:03.423343+05:00,KRÜ Esports,200.22
2331,2025-10-08 13:09:03.423915+05:00,FNATIC,227.55
2332,2025-10-08 13:09:03.424400+05:00,DRX,237.72
2333,2025-10-08 13:09:03.424857+05:00,Team Heretics,211.33
2334,2025-10-08 13:09:03.425380+05:00,Team Vitality,100.45
2335,2025-10-08 13:09:03.425966+05:00,Sentinels,212.28
2336,2025-10-08 13:09:03.426820+05:00,Bilibili Gaming,247.26
2337,2025-10-08 13:09:13.433914+05:00,TALON,223.42
2338,2025-10-08 13:09:13.434636+05:00,LEVIATÁN,265.06
2339,2025-10-08 13:09:13.435109+05:00,Gen.G,252.44
2340,2025-10-08 13:09:13.435548+05:00,FUT Esports,308.63
2341,2025-10-08 13:09:13.435989+05:00,EDward Gaming,202.93
2342,2025-10-08 13:09:13.436549+05:00,FunPlus Phoenix,188.99
2343,2025-10-08 13:09:13.437480+05:00,Trace Esports,144.07
2344,2025-10-08 13:09:13.437956+05:00,G2 Esports,223.88
2345,2025-10-08 13:09:13.438398+05:00,Paper Rex,203.43
2346,2025-10-08 13:09:13.438854+05:00,KRÜ Esports,191.86
2347,2025-10-08 13:09:13.439308+05:00,FNATIC,227.30
2348,2025-10-08 13:09:13.439754+05:00,DRX,242.29
2349,2025-10-08 13:09:13.440213+05:00,Team Heretics,206.78
2350,2025-10-08 13:09:13.440930+05:00,Team Vitality,99.88
2351,2025-10-08 13:09:13.441419+05:00,Sentinels,208.25
2352,2025-10-08 13:09:13.441879+05:00,Bilibili Gaming,243.35
2353,2025-10-08 13:09:23.447692+05:00,TALON,215.29
2354,2025-10-08 13:09:23.450249+05:00,LEVIATÁN,268.23
2355,2025-10-08 13:09:23.450857+05:00,Gen.G,244.22
2356,2025-10-08 13:09:23.451368+05:00,FUT Esports,308.67
2357,2025-10-08 13:09:23.451882+05:00,EDward Gaming,205.03
2358,2025-10-08 13:09:23.452343+05:00,FunPlus Phoenix,197.15
2359,2025-10-08 13:09:23.452796+05:00,Trace Esports,149.52
2360,2025-10-08 13:09:23.453295+05:00,G2 Esports,227.96
2361,2025-10-08 13:09:23.453779+05:00,Paper Rex,203.25
2362,2025-10-08 13:09:23.454280+05:00,KRÜ Esports,185.78
2363,2025-10-08 13:09:23.454737+05:00,FNATIC,235.06
2364,2025-10-08 13:09:23.455237+05:00,DRX,247.58
2365,2025-10-08 13:09:23.455710+05:00,Team Heretics,206.37
2366,2025-10-08 13:09:23.456188+05:00,Team Vitality,109.80
2367,2025-10-08 13:09:23.456668+05:00,Sentinels,200.00
2368,2025-10-08 13:09:23.457157+05:00,Bilibili Gaming,237.28
2369,2025-10-08 13:09:33.467482+05:00,TALON,218.02
2370,2025-10-08 13:09:33.471144+05:00,LEVIATÁN,270.36
2371,2025-10-08 13:09:33.471704+05:00,Gen.G,249.34
2372,2025-10-08 13:09:33.472241+05:00,FUT Esports,312.02
2373,2025-10-08 13:09:33.472926+05:00,EDward Gaming,199.08
2374,2025-10-08 13:09:33.473472+05:00,FunPlus Phoenix,195.18
2375,2025-10-08 13:09:33.474010+05:00,Trace Esports,146.25
2376,2025-10-08 13:09:33.474592+05:00,G2 Esports,232.85
2377,2025-10-08 13:09:33.475076+05:00,Paper Rex,199.24
2378,2025-10-08 13:09:33.475543+05:00,KRÜ Esports,177.73
2379,2025-10-08 13:09:33.476133+05:00,FNATIC,239.17
2380,2025-10-08 13:09:33.476825+05:00,DRX,237.89
2381,2025-10-08 13:09:33.477434+05:00,Team Heretics,206.95
2382,2025-10-08 13:09:33.477996+05:00,Team Vitality,105.58
2383,2025-10-08 13:09:33.478482+05:00,Sentinels,208.21
2384,2025-10-08 13:09:33.479001+05:00,Bilibili Gaming,227.85
2385,2025-10-08 13:09:43.495476+05:00,TALON,210.44
2386,2025-10-08 13:09:43.497193+05:00,LEVIATÁN,263.35
2387,2025-10-08 13:09:43.497765+05:00,Gen.G,247.08
2388,2025-10-08 13:09:43.498371+05:00,FUT Esports,315.51
2389,2025-10-08 13:09:43.498941+05:00,EDward Gaming,201.63
2390,2025-10-08 13:09:43.499421+05:00,FunPlus Phoenix,191.92
2391,2025-10-08 13:09:43.499960+05:00,Trace Esports,137.82
2392,2025-10-08 13:09:43.500606+05:00,G2 Esports,224.66
2393,2025-10-08 13:09:43.501056+05:00,Paper Rex,197.45
2394,2025-10-08 13:09:43.501526+05:00,KRÜ Esports,170.92
2395,2025-10-08 13:09:43.502062+05:00,FNATIC,237.04
2396,2025-10-08 13:09:43.502528+05:00,DRX,233.47
2397,2025-10-08 13:09:43.503094+05:00,Team Heretics,206.79
2398,2025-10-08 13:09:43.503702+05:00,Team Vitality,111.26
2399,2025-10-08 13:09:43.504408+05:00,Sentinels,217.65
2400,2025-10-08 13:09:43.504901+05:00,Bilibili Gaming,220.27
2401,2025-10-08 13:09:53.518539+05:00,TALON,207.98
2402,2025-10-08 13:09:53.520715+05:00,LEVIATÁN,266.89
2403,2025-10-08 13:09:53.521191+05:00,Gen.G,243.35
2404,2025-10-08 13:09:53.521669+05:00,FUT Esports,314.66
2405,2025-10-08 13:09:53.522126+05:00,EDward Gaming,209.70
2406,2025-10-08 13:09:53.522564+05:00,FunPlus Phoenix,190.88
2407,2025-10-08 13:09:53.523023+05:00,Trace Esports,128.88
2408,2025-10-08 13:09:53.523476+05:00,G2 Esports,232.72
2409,2025-10-08 13:09:53.523942+05:00,Paper Rex,189.68
2410,2025-10-08 13:09:53.524407+05:00,KRÜ Esports,179.07
2411,2025-10-08 13:09:53.524844+05:00,FNATIC,232.25
2412,2025-10-08 13:09:53.525277+05:00,DRX,239.00
2413,2025-10-08 13:09:53.525720+05:00,Team Heretics,197.08
2414,2025-10-08 13:09:53.526151+05:00,Team Vitality,106.53
2415,2025-10-08 13:09:53.526619+05:00,Sentinels,215.51
2416,2025-10-08 13:09:53.527086+05:00,Bilibili Gaming,226.26
2417,2025-10-08 13:10:03.534957+05:00,TALON,216.73
2418,2025-10-08 13:10:03.539990+05:00,LEVIATÁN,257.90
2419,2025-10-08 13:10:03.540645+05:00,Gen.G,234.76
2420,2025-10-08 13:10:03.541315+05:00,FUT Esports,317.21
2421,2025-10-08 13:10:03.541803+05:00,EDward Gaming,212.22
2422,2025-10-08 13:10:03.542266+05:00,FunPlus Phoenix,200.86
2423,2025-10-08 13:10:03.542721+05:00,Trace Esports,122.13
2424,2025-10-08 13:10:03.543217+05:00,G2 Esports,235.16
2425,2025-10-08 13:10:03.543781+05:00,Paper Rex,192.62
2426,2025-10-08 13:10:03.544404+05:00,KRÜ Esports,171.73
2427,2025-10-08 13:10:03.544991+05:00,FNATIC,241.94
2428,2025-10-08 13:10:03.545559+05:00,DRX,234.69
2429,2025-10-08 13:10:03.546069+05:00,Team Heretics,205.23
2430,2025-10-08 13:10:03.546643+05:00,Team Vitality,116.25
2431,2025-10-08 13:10:03.547172+05:00,Sentinels,210.44
2432,2025-10-08 13:10:03.547644+05:00,Bilibili Gaming,218.17
2433,2025-10-08 13:10:13.550268+05:00,TALON,212.94
2434,2025-10-08 13:10:13.552767+05:00,LEVIATÁN,260.86
2435,2025-10-08 13:10:13.553542+05:00,Gen.G,227.49
2436,2025-10-08 13:10:13.554142+05:00,FUT Esports,312.48
2437,2025-10-08 13:10:13.555003+05:00,EDward Gaming,214.85
2438,2025-10-08 13:10:13.555549+05:00,FunPlus Phoenix,209.85
2439,2025-10-08 13:10:13.556011+05:00,Trace Esports,120.91
2440,2025-10-08 13:10:13.556525+05:00,G2 Esports,240.48
2441,2025-10-08 13:10:13.557009+05:00,Paper Rex,183.21
2442,2025-10-08 13:10:13.557473+05:00,KRÜ Esports,170.73
2443,2025-10-08 13:10:13.557949+05:00,FNATIC,232.14
2444,2025-10-08 13:10:13.558544+05:00,DRX,225.44
2445,2025-10-08 13:10:13.559185+05:00,Team Heretics,196.13
2446,2025-10-08 13:10:13.559668+05:00,Team Vitality,111.93
2447,2025-10-08 13:10:13.560113+05:00,Sentinels,205.53
2448,2025-10-08 13:10:13.560944+05:00,Bilibili Gaming,224.64
2449,2025-10-08 13:10:23.575272+05:00,TALON,217.47
2450,2025-10-08 13:10:23.578807+05:00,LEVIATÁN,262.97
2451,2025-10-08 13:10:23.579470+05:00,Gen.G,237.49
2452,2025-10-08 13:10:23.580123+05:00,FUT Esports,311.68
2453,2025-10-08 13:10:23.580681+05:00,EDward Gaming,213.92
2454,2025-10-08 13:10:23.581253+05:00,FunPlus Phoenix,204.59
2455,2025-10-08 13:10:23.581838+05:00,Trace Esports,129.70
2456,2025-10-08 13:10:23.582379+05:00,G2 Esports,235.78
2457,2025-10-08 13:10:23.582885+05:00,Paper Rex,180.25
2458,2025-10-08 13:10:23.583360+05:00,KRÜ Esports,174.55
2459,2025-10-08 13:10:23.583893+05:00,FNATIC,228.13
2460,2025-10-08 13:10:23.584470+05:00,DRX,231.55
2461,2025-10-08 13:10:23.585024+05:00,Team Heretics,202.92
2462,2025-10-08 13:10:23.585716+05:00,Team Vitality,115.22
2463,2025-10-08 13:10:23.586279+05:00,Sentinels,210.27
2464,2025-10-08 13:10:23.587098+05:00,Bilibili Gaming,216.53
2465,2025-10-08 13:10:33.590508+05:00,TALON,211.41
2466,2025-10-08 13:10:33.593401+05:00,LEVIATÁN,255.95
2467,2025-10-08 13:10:33.594166+05:00,Gen.G,233.30
2468,2025-10-08 13:10:33.594807+05:00,FUT Esports,312.68
2469,2025-10-08 13:10:33.595396+05:00,EDward Gaming,203.98
2470,2025-10-08 13:10:33.595954+05:00,FunPlus Phoenix,197.35
2471,2025-10-08 13:10:33.596408+05:00,Trace Esports,137.34
2472,2025-10-08 13:10:33.596881+05:00,G2 Esports,236.81
2473,2025-10-08 13:10:33.597412+05:00,Paper Rex,190.11
2474,2025-10-08 13:10:33.597924+05:00,KRÜ Esports,180.63
2475,2025-10-08 13:10:33.598498+05:00,FNATIC,230.05
2476,2025-10-08 13:10:33.598994+05:00,DRX,226.95
2477,2025-10-08 13:10:33.599534+05:00,Team Heretics,204.61
2478,2025-10-08 13:10:33.600124+05:00,Team Vitality,122.74
2479,2025-10-08 13:10:33.600719+05:00,Sentinels,216.41
2480,2025-10-08 13:10:33.601276+05:00,Bilibili Gaming,223.74
2481,2025-10-08 13:10:43.618906+05:00,TALON,203.47
2482,2025-10-08 13:10:43.621312+05:00,LEVIATÁN,264.75
